Date,Open,High,Low,Close,Adj Close,Volume
2003-02-26,10.160000,10.160000,10.160000,10.160000,4.713774,0
2003-02-27,10.170000,10.170000,10.170000,10.170000,4.718416,0
2003-02-28,10.200000,10.200000,10.200000,10.200000,4.751958,0
2003-03-03,10.210000,10.210000,10.210000,10.210000,4.756613,0
2003-03-04,10.230000,10.230000,10.230000,10.230000,4.765934,0
2003-03-05,10.240000,10.240000,10.240000,10.240000,4.770592,0
2003-03-06,10.230000,10.230000,10.230000,10.230000,4.765934,0
2003-03-07,10.240000,10.240000,10.240000,10.240000,4.770592,0
2003-03-10,10.260000,10.260000,10.260000,10.260000,4.779910,0
2003-03-11,10.250000,10.250000,10.250000,10.250000,4.775250,0
2003-03-12,10.240000,10.240000,10.240000,10.240000,4.770592,0
2003-03-13,10.170000,10.170000,10.170000,10.170000,4.737981,0
2003-03-14,10.180000,10.180000,10.180000,10.180000,4.742641,0
2003-03-17,10.140000,10.140000,10.140000,10.140000,4.724002,0
2003-03-18,10.100000,10.100000,10.100000,10.100000,4.705369,0
2003-03-19,10.070000,10.070000,10.070000,10.070000,4.691393,0
2003-03-20,10.060000,10.060000,10.060000,10.060000,4.686733,0
2003-03-21,10.020000,10.020000,10.020000,10.020000,4.668100,0
2003-03-24,10.080000,10.080000,10.080000,10.080000,4.696053,0
2003-03-25,10.090000,10.090000,10.090000,10.090000,4.700710,0
2003-03-26,10.090000,10.090000,10.090000,10.090000,4.700710,0
2003-03-27,10.110000,10.110000,10.110000,10.110000,4.710029,0
2003-03-28,10.130000,10.130000,10.130000,10.130000,4.719347,0
2003-03-31,10.170000,10.170000,10.170000,10.170000,4.760540,0
2003-04-01,10.160000,10.160000,10.160000,10.160000,4.755857,0
2003-04-02,10.130000,10.130000,10.130000,10.130000,4.741817,0
2003-04-03,10.140000,10.140000,10.140000,10.140000,4.746494,0
2003-04-04,10.130000,10.130000,10.130000,10.130000,4.741817,0
2003-04-07,10.110000,10.110000,10.110000,10.110000,4.732454,0
2003-04-08,10.140000,10.140000,10.140000,10.140000,4.746494,0
2003-04-09,10.160000,10.160000,10.160000,10.160000,4.755857,0
2003-04-10,10.140000,10.140000,10.140000,10.140000,4.746494,0
2003-04-11,10.120000,10.120000,10.120000,10.120000,4.737131,0
2003-04-14,10.100000,10.100000,10.100000,10.100000,4.727772,0
2003-04-15,10.130000,10.130000,10.130000,10.130000,4.741817,0
2003-04-16,10.150000,10.150000,10.150000,10.150000,4.751181,0
2003-04-17,10.140000,10.140000,10.140000,10.140000,4.746494,0
2003-04-21,10.130000,10.130000,10.130000,10.130000,4.741817,0
2003-04-22,10.140000,10.140000,10.140000,10.140000,4.746494,0
2003-04-23,10.150000,10.150000,10.150000,10.150000,4.751181,0
2003-04-24,10.190000,10.190000,10.190000,10.190000,4.769900,0
2003-04-25,10.200000,10.200000,10.200000,10.200000,4.774582,0
2003-04-28,10.190000,10.190000,10.190000,10.190000,4.769900,0
2003-04-29,10.190000,10.190000,10.190000,10.190000,4.769900,0
2003-04-30,10.240000,10.240000,10.240000,10.240000,4.815516,0
2003-05-01,10.240000,10.240000,10.240000,10.240000,4.815516,0
2003-05-02,10.220000,10.220000,10.220000,10.220000,4.806111,0
2003-05-05,10.240000,10.240000,10.240000,10.240000,4.815516,0
2003-05-06,10.280000,10.280000,10.280000,10.280000,4.834325,0
2003-05-07,10.330000,10.330000,10.330000,10.330000,4.857841,0
2003-05-08,10.350000,10.350000,10.350000,10.350000,4.867246,0
2003-05-09,10.350000,10.350000,10.350000,10.350000,4.867246,0
2003-05-12,10.360000,10.360000,10.360000,10.360000,4.871947,0
2003-05-13,10.370000,10.370000,10.370000,10.370000,4.876649,0
2003-05-14,10.410000,10.410000,10.410000,10.410000,4.895460,0
2003-05-15,10.390000,10.390000,10.390000,10.390000,4.886055,0
2003-05-16,10.430000,10.430000,10.430000,10.430000,4.904866,0
2003-05-19,10.430000,10.430000,10.430000,10.430000,4.904866,0
2003-05-20,10.460000,10.460000,10.460000,10.460000,4.918973,0
2003-05-21,10.440000,10.440000,10.440000,10.440000,4.909567,0
2003-05-22,10.460000,10.460000,10.460000,10.460000,4.918973,0
2003-05-23,10.460000,10.460000,10.460000,10.460000,4.918973,0
2003-05-27,10.440000,10.440000,10.440000,10.440000,4.909567,0
2003-05-28,10.430000,10.430000,10.430000,10.430000,4.904866,0
2003-05-29,10.470000,10.470000,10.470000,10.470000,4.923677,0
2003-05-30,10.470000,10.470000,10.470000,10.470000,4.946353,0
2003-06-02,10.450000,10.450000,10.450000,10.450000,4.936904,0
2003-06-03,10.490000,10.490000,10.490000,10.490000,4.955800,0
2003-06-04,10.510000,10.510000,10.510000,10.510000,4.965251,0
2003-06-05,10.500000,10.500000,10.500000,10.500000,4.960526,0
2003-06-06,10.490000,10.490000,10.490000,10.490000,4.955800,0
2003-06-09,10.530000,10.530000,10.530000,10.530000,4.974698,0
2003-06-10,10.560000,10.560000,10.560000,10.560000,4.988872,0
2003-06-11,10.560000,10.560000,10.560000,10.560000,4.988872,0
2003-06-12,10.570000,10.570000,10.570000,10.570000,4.993596,0
2003-06-13,10.610000,10.610000,10.610000,10.610000,5.012495,0
2003-06-16,10.580000,10.580000,10.580000,10.580000,4.998325,0
2003-06-17,10.540000,10.540000,10.540000,10.540000,4.979420,0
2003-06-18,10.500000,10.500000,10.500000,10.500000,4.960526,0
2003-06-19,10.520000,10.520000,10.520000,10.520000,4.969976,0
2003-06-20,10.490000,10.490000,10.490000,10.490000,4.955800,0
2003-06-23,10.520000,10.520000,10.520000,10.520000,4.969976,0
2003-06-24,10.540000,10.540000,10.540000,10.540000,4.979420,0
2003-06-25,10.500000,10.500000,10.500000,10.500000,4.960526,0
2003-06-26,10.430000,10.430000,10.430000,10.430000,4.927456,0
2003-06-27,10.410000,10.410000,10.410000,10.410000,4.918006,0
2003-06-30,10.430000,10.430000,10.430000,10.430000,4.952192,0
2003-07-01,10.420000,10.420000,10.420000,10.420000,4.947446,0
2003-07-02,10.430000,10.430000,10.430000,10.430000,4.952192,0
2003-07-03,10.390000,10.390000,10.390000,10.390000,4.933201,0
2003-07-07,10.360000,10.360000,10.360000,10.360000,4.918955,0
2003-07-08,10.350000,10.350000,10.350000,10.350000,4.914209,0
2003-07-09,10.360000,10.360000,10.360000,10.360000,4.918955,0
2003-07-10,10.380000,10.380000,10.380000,10.380000,4.928456,0
2003-07-11,10.400000,10.400000,10.400000,10.400000,4.937950,0
2003-07-14,10.370000,10.370000,10.370000,10.370000,4.923705,0
2003-07-15,10.280000,10.280000,10.280000,10.280000,4.880973,0
2003-07-16,10.270000,10.270000,10.270000,10.270000,4.876224,0
2003-07-17,10.260000,10.260000,10.260000,10.260000,4.871474,0
2003-07-18,10.260000,10.260000,10.260000,10.260000,4.871474,0
2003-07-21,10.180000,10.180000,10.180000,10.180000,4.833493,0
2003-07-22,10.180000,10.180000,10.180000,10.180000,4.833493,0
2003-07-23,10.210000,10.210000,10.210000,10.210000,4.847735,0
2003-07-24,10.180000,10.180000,10.180000,10.180000,4.833493,0
2003-07-25,10.180000,10.180000,10.180000,10.180000,4.833493,0
2003-07-28,10.130000,10.130000,10.130000,10.130000,4.809753,0
2003-07-29,10.080000,10.080000,10.080000,10.080000,4.786010,0
2003-07-30,10.110000,10.110000,10.110000,10.110000,4.800255,0
2003-07-31,10.020000,10.020000,10.020000,10.020000,4.778794,0
2003-08-01,10.020000,10.020000,10.020000,10.020000,4.778794,0
2003-08-04,10.060000,10.060000,10.060000,10.060000,4.797872,0
2003-08-05,10.010000,10.010000,10.010000,10.010000,4.774024,0
2003-08-06,10.070000,10.070000,10.070000,10.070000,4.802642,0
2003-08-07,10.090000,10.090000,10.090000,10.090000,4.812182,0
2003-08-08,10.100000,10.100000,10.100000,10.100000,4.816952,0
2003-08-11,10.070000,10.070000,10.070000,10.070000,4.802642,0
2003-08-12,10.080000,10.080000,10.080000,10.080000,4.807409,0
2003-08-13,9.990000,9.990000,9.990000,9.990000,4.764488,0
2003-08-14,9.970000,9.970000,9.970000,9.970000,4.754948,0
2003-08-15,9.980000,9.980000,9.980000,9.980000,4.759717,0
2003-08-18,10.010000,10.010000,10.010000,10.010000,4.774024,0
2003-08-19,10.050000,10.050000,10.050000,10.050000,4.793104,0
2003-08-20,10.030000,10.030000,10.030000,10.030000,4.783564,0
2003-08-21,9.990000,9.990000,9.990000,9.990000,4.764488,0
2003-08-22,10.010000,10.010000,10.010000,10.010000,4.774024,0
2003-08-25,9.980000,9.980000,9.980000,9.980000,4.759717,0
2003-08-26,10.000000,10.000000,10.000000,10.000000,4.769257,0
2003-08-27,9.980000,9.980000,9.980000,9.980000,4.759717,0
2003-08-28,10.030000,10.030000,10.030000,10.030000,4.783564,0
2003-08-29,10.020000,10.020000,10.020000,10.020000,4.794569,0
2003-09-02,9.960000,9.960000,9.960000,9.960000,4.765861,0
2003-09-03,9.950000,9.950000,9.950000,9.950000,4.761074,0
2003-09-04,9.990000,9.990000,9.990000,9.990000,4.780214,0
2003-09-05,10.070000,10.070000,10.070000,10.070000,4.818494,0
2003-09-08,10.060000,10.060000,10.060000,10.060000,4.813710,0
2003-09-09,10.070000,10.070000,10.070000,10.070000,4.818494,0
2003-09-10,10.120000,10.120000,10.120000,10.120000,4.842418,0
2003-09-11,10.090000,10.090000,10.090000,10.090000,4.828066,0
2003-09-12,10.130000,10.130000,10.130000,10.130000,4.847204,0
2003-09-15,10.140000,10.140000,10.140000,10.140000,4.851989,0
2003-09-16,10.120000,10.120000,10.120000,10.120000,4.842418,0
2003-09-17,10.170000,10.170000,10.170000,10.170000,4.866344,0
2003-09-18,10.170000,10.170000,10.170000,10.170000,4.866344,0
2003-09-19,10.170000,10.170000,10.170000,10.170000,4.866344,0
2003-09-22,10.140000,10.140000,10.140000,10.140000,4.851989,0
2003-09-23,10.150000,10.150000,10.150000,10.150000,4.856773,0
2003-09-24,10.190000,10.190000,10.190000,10.190000,4.875912,0
2003-09-25,10.200000,10.200000,10.200000,10.200000,4.880702,0
2003-09-26,10.240000,10.240000,10.240000,10.240000,4.899841,0
2003-09-29,10.220000,10.220000,10.220000,10.220000,4.890272,0
2003-09-30,10.290000,10.290000,10.290000,10.290000,4.942628,0
2003-10-01,10.290000,10.290000,10.290000,10.290000,4.942628,0
2003-10-02,10.260000,10.260000,10.260000,10.260000,4.928215,0
2003-10-03,10.170000,10.170000,10.170000,10.170000,4.884988,0
2003-10-06,10.200000,10.200000,10.200000,10.200000,4.899397,0
2003-10-07,10.160000,10.160000,10.160000,10.160000,4.880180,0
2003-10-08,10.160000,10.160000,10.160000,10.160000,4.880180,0
2003-10-09,10.140000,10.140000,10.140000,10.140000,4.870574,0
2003-10-10,10.160000,10.160000,10.160000,10.160000,4.880180,0
2003-10-13,10.160000,10.160000,10.160000,10.160000,4.880180,0
2003-10-14,10.130000,10.130000,10.130000,10.130000,4.865772,0
2003-10-15,10.100000,10.100000,10.100000,10.100000,4.851365,0
2003-10-16,10.080000,10.080000,10.080000,10.080000,4.841756,0
2003-10-17,10.110000,10.110000,10.110000,10.110000,4.856164,0
2003-10-20,10.110000,10.110000,10.110000,10.110000,4.856164,0
2003-10-21,10.120000,10.120000,10.120000,10.120000,4.860970,0
2003-10-22,10.160000,10.160000,10.160000,10.160000,4.880180,0
2003-10-23,10.140000,10.140000,10.140000,10.140000,4.870574,0
2003-10-24,10.180000,10.180000,10.180000,10.180000,4.889788,0
2003-10-27,10.160000,10.160000,10.160000,10.160000,4.880180,0
2003-10-28,10.190000,10.190000,10.190000,10.190000,4.894589,0
2003-10-29,10.160000,10.160000,10.160000,10.160000,4.880180,0
2003-10-30,10.130000,10.130000,10.130000,10.130000,4.865772,0
2003-10-31,10.150000,10.150000,10.150000,10.150000,4.896163,0
2003-11-03,10.120000,10.120000,10.120000,10.120000,4.881692,0
2003-11-04,10.150000,10.150000,10.150000,10.150000,4.896163,0
2003-11-05,10.120000,10.120000,10.120000,10.120000,4.881692,0
2003-11-06,10.090000,10.090000,10.090000,10.090000,4.867220,0
2003-11-07,10.070000,10.070000,10.070000,10.070000,4.857574,0
2003-11-10,10.060000,10.060000,10.060000,10.060000,4.852748,0
2003-11-11,10.060000,10.060000,10.060000,10.060000,4.852748,0
2003-11-12,10.090000,10.090000,10.090000,10.090000,4.867220,0
2003-11-13,10.160000,10.160000,10.160000,10.160000,4.900984,0
2003-11-14,10.190000,10.190000,10.190000,10.190000,4.915453,0
2003-11-17,10.210000,10.210000,10.210000,10.210000,4.925104,0
2003-11-18,10.220000,10.220000,10.220000,10.220000,4.929931,0
2003-11-19,10.190000,10.190000,10.190000,10.190000,4.915453,0
2003-11-20,10.220000,10.220000,10.220000,10.220000,4.929931,0
2003-11-21,10.230000,10.230000,10.230000,10.230000,4.934753,0
2003-11-24,10.190000,10.190000,10.190000,10.190000,4.915453,0
2003-11-25,10.210000,10.210000,10.210000,10.210000,4.925104,0
2003-11-26,10.180000,10.180000,10.180000,10.180000,4.910632,0
2003-11-28,10.150000,10.150000,10.150000,10.150000,4.915474,0
2003-12-01,10.120000,10.120000,10.120000,10.120000,4.900948,0
2003-12-02,10.130000,10.130000,10.130000,10.130000,4.905791,0
2003-12-03,10.120000,10.120000,10.120000,10.120000,4.900948,0
2003-12-04,10.140000,10.140000,10.140000,10.140000,4.910631,0
2003-12-05,10.210000,10.210000,10.210000,10.210000,4.944533,0
2003-12-08,10.190000,10.190000,10.190000,10.190000,4.934846,0
2003-12-09,10.160000,10.160000,10.160000,10.160000,4.920319,0
2003-12-10,10.170000,10.170000,10.170000,10.170000,4.925165,0
2003-12-11,10.210000,10.210000,10.210000,10.210000,4.944533,0
2003-12-12,10.210000,10.210000,10.210000,10.210000,4.944533,0
2003-12-15,10.200000,10.200000,10.200000,10.200000,4.939695,0
2003-12-16,10.210000,10.210000,10.210000,10.210000,4.944533,0
2003-12-17,10.230000,10.230000,10.230000,10.230000,4.954217,0
2003-12-18,10.250000,10.250000,10.250000,10.250000,4.963903,0
2003-12-19,10.250000,10.250000,10.250000,10.250000,4.963903,0
2003-12-22,10.240000,10.240000,10.240000,10.240000,4.959063,0
2003-12-23,10.190000,10.190000,10.190000,10.190000,4.934846,0
2003-12-24,10.230000,10.230000,10.230000,10.230000,4.954217,0
2003-12-26,10.240000,10.240000,10.240000,10.240000,4.959063,0
2003-12-29,10.210000,10.210000,10.210000,10.210000,4.944533,0
2003-12-30,10.190000,10.190000,10.190000,10.190000,4.934846,0
2003-12-31,10.130000,10.130000,10.130000,10.130000,4.963759,0
2004-01-02,10.080000,10.080000,10.080000,10.080000,4.939257,0
2004-01-05,10.070000,10.070000,10.070000,10.070000,4.934359,0
2004-01-06,10.120000,10.120000,10.120000,10.120000,4.958858,0
2004-01-07,10.140000,10.140000,10.140000,10.140000,4.968656,0
2004-01-08,10.140000,10.140000,10.140000,10.140000,4.968656,0
2004-01-09,10.210000,10.210000,10.210000,10.210000,5.002959,0
2004-01-12,10.220000,10.220000,10.220000,10.220000,5.007858,0
2004-01-13,10.240000,10.240000,10.240000,10.240000,5.017661,0
2004-01-14,10.260000,10.260000,10.260000,10.260000,5.027457,0
2004-01-15,10.260000,10.260000,10.260000,10.260000,5.027457,0
2004-01-16,10.240000,10.240000,10.240000,10.240000,5.017661,0
2004-01-20,10.220000,10.220000,10.220000,10.220000,5.007858,0
2004-01-21,10.230000,10.230000,10.230000,10.230000,5.012760,0
2004-01-22,10.270000,10.270000,10.270000,10.270000,5.032358,0
2004-01-23,10.220000,10.220000,10.220000,10.220000,5.007858,0
2004-01-26,10.190000,10.190000,10.190000,10.190000,4.993155,0
2004-01-27,10.210000,10.210000,10.210000,10.210000,5.002959,0
2004-01-28,10.170000,10.170000,10.170000,10.170000,4.983360,0
2004-01-29,10.160000,10.160000,10.160000,10.160000,4.978457,0
2004-01-30,10.190000,10.190000,10.190000,10.190000,5.012890,0
2004-02-02,10.180000,10.180000,10.180000,10.180000,5.007976,0
2004-02-03,10.200000,10.200000,10.200000,10.200000,5.017815,0
2004-02-04,10.200000,10.200000,10.200000,10.200000,5.017815,0
2004-02-05,10.170000,10.170000,10.170000,10.170000,5.003057,0
2004-02-06,10.210000,10.210000,10.210000,10.210000,5.022734,0
2004-02-09,10.220000,10.220000,10.220000,10.220000,5.027652,0
2004-02-10,10.200000,10.200000,10.200000,10.200000,5.017815,0
2004-02-11,10.240000,10.240000,10.240000,10.240000,5.037494,0
2004-02-12,10.230000,10.230000,10.230000,10.230000,5.032573,0
2004-02-13,10.250000,10.250000,10.250000,10.250000,5.042409,0
2004-02-17,10.250000,10.250000,10.250000,10.250000,5.042409,0
2004-02-18,10.240000,10.240000,10.240000,10.240000,5.037494,0
2004-02-19,10.240000,10.240000,10.240000,10.240000,5.037494,0
2004-02-20,10.220000,10.220000,10.220000,10.220000,5.027652,0
2004-02-23,10.240000,10.240000,10.240000,10.240000,5.037494,0
2004-02-24,10.250000,10.250000,10.250000,10.250000,5.042409,0
2004-02-25,10.260000,10.260000,10.260000,10.260000,5.047328,0
2004-02-26,10.240000,10.240000,10.240000,10.240000,5.037494,0
2004-02-27,10.270000,10.270000,10.270000,10.270000,5.071066,0
2004-03-01,10.260000,10.260000,10.260000,10.260000,5.066129,0
2004-03-02,10.240000,10.240000,10.240000,10.240000,5.056254,0
2004-03-03,10.230000,10.230000,10.230000,10.230000,5.051319,0
2004-03-04,10.250000,10.250000,10.250000,10.250000,5.061194,0
2004-03-05,10.340000,10.340000,10.340000,10.340000,5.105633,0
2004-03-08,10.370000,10.370000,10.370000,10.370000,5.120443,0
2004-03-09,10.400000,10.400000,10.400000,10.400000,5.135258,0
2004-03-10,10.390000,10.390000,10.390000,10.390000,5.130322,0
2004-03-11,10.380000,10.380000,10.380000,10.380000,5.125383,0
2004-03-12,10.370000,10.370000,10.370000,10.370000,5.120443,0
2004-03-15,10.370000,10.370000,10.370000,10.370000,5.120443,0
2004-03-16,10.400000,10.400000,10.400000,10.400000,5.135258,0
2004-03-17,10.410000,10.410000,10.410000,10.410000,5.140197,0
2004-03-18,10.370000,10.370000,10.370000,10.370000,5.120443,0
2004-03-19,10.360000,10.360000,10.360000,10.360000,5.115510,0
2004-03-22,10.380000,10.380000,10.380000,10.380000,5.125383,0
2004-03-23,10.390000,10.390000,10.390000,10.390000,5.130322,0
2004-03-24,10.380000,10.380000,10.380000,10.380000,5.125383,0
2004-03-25,10.370000,10.370000,10.370000,10.370000,5.120443,0
2004-03-26,10.320000,10.320000,10.320000,10.320000,5.095757,0
2004-03-29,10.300000,10.300000,10.300000,10.300000,5.085878,0
2004-03-30,10.300000,10.300000,10.300000,10.300000,5.085878,0
2004-03-31,10.300000,10.300000,10.300000,10.300000,5.119180,0
2004-04-01,10.280000,10.280000,10.280000,10.280000,5.109241,0
2004-04-02,10.160000,10.160000,10.160000,10.160000,5.049599,0
2004-04-05,10.120000,10.120000,10.120000,10.120000,5.029721,0
2004-04-06,10.150000,10.150000,10.150000,10.150000,5.044631,0
2004-04-07,10.150000,10.150000,10.150000,10.150000,5.044631,0
2004-04-08,10.130000,10.130000,10.130000,10.130000,5.034688,0
2004-04-12,10.120000,10.120000,10.120000,10.120000,5.029721,0
2004-04-13,10.070000,10.070000,10.070000,10.070000,5.004869,0
2004-04-14,10.040000,10.040000,10.040000,10.040000,4.989959,0
2004-04-15,10.030000,10.030000,10.030000,10.030000,4.984989,0
2004-04-16,10.060000,10.060000,10.060000,10.060000,4.999899,0
2004-04-19,10.050000,10.050000,10.050000,10.050000,4.994929,0
2004-04-20,10.050000,10.050000,10.050000,10.050000,4.994929,0
2004-04-21,10.010000,10.010000,10.010000,10.010000,4.975048,0
2004-04-22,10.040000,10.040000,10.040000,10.040000,4.989959,0
2004-04-23,10.000000,10.000000,10.000000,10.000000,4.970079,0
2004-04-26,10.000000,10.000000,10.000000,10.000000,4.970079,0
2004-04-27,10.020000,10.020000,10.020000,10.020000,4.980018,0
2004-04-28,9.990000,9.990000,9.990000,9.990000,4.965109,0
2004-04-29,9.950000,9.950000,9.950000,9.950000,4.945225,0
2004-04-30,9.960000,9.960000,9.960000,9.960000,4.969675,0
2004-05-03,9.960000,9.960000,9.960000,9.960000,4.969675,0
2004-05-04,9.940000,9.940000,9.940000,9.940000,4.959698,0
2004-05-05,9.920000,9.920000,9.920000,9.920000,4.949721,0
2004-05-06,9.890000,9.890000,9.890000,9.890000,4.934750,0
2004-05-07,9.790000,9.790000,9.790000,9.790000,4.884855,0
2004-05-10,9.790000,9.790000,9.790000,9.790000,4.884855,0
2004-05-11,9.790000,9.790000,9.790000,9.790000,4.884855,0
2004-05-12,9.780000,9.780000,9.780000,9.780000,4.879865,0
2004-05-13,9.750000,9.750000,9.750000,9.750000,4.864894,0
2004-05-14,9.790000,9.790000,9.790000,9.790000,4.884855,0
2004-05-17,9.830000,9.830000,9.830000,9.830000,4.904811,0
2004-05-18,9.810000,9.810000,9.810000,9.810000,4.894833,0
2004-05-19,9.780000,9.780000,9.780000,9.780000,4.879865,0
2004-05-20,9.820000,9.820000,9.820000,9.820000,4.899820,0
2004-05-21,9.800000,9.800000,9.800000,9.800000,4.889846,0
2004-05-24,9.810000,9.810000,9.810000,9.810000,4.894833,0
2004-05-25,9.810000,9.810000,9.810000,9.810000,4.894833,0
2004-05-26,9.840000,9.840000,9.840000,9.840000,4.909801,0
2004-05-27,9.880000,9.880000,9.880000,9.880000,4.929763,0
2004-05-28,9.840000,9.840000,9.840000,9.840000,4.930261,0
2004-06-01,9.820000,9.820000,9.820000,9.820000,4.920238,0
2004-06-02,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-03,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-04,9.780000,9.780000,9.780000,9.780000,4.900198,0
2004-06-07,9.790000,9.790000,9.790000,9.790000,4.905209,0
2004-06-08,9.790000,9.790000,9.790000,9.790000,4.905209,0
2004-06-09,9.770000,9.770000,9.770000,9.770000,4.895190,0
2004-06-10,9.770000,9.770000,9.770000,9.770000,4.895190,0
2004-06-14,9.730000,9.730000,9.730000,9.730000,4.875145,0
2004-06-15,9.820000,9.820000,9.820000,9.820000,4.920238,0
2004-06-16,9.800000,9.800000,9.800000,9.800000,4.910219,0
2004-06-17,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-18,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-21,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-22,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-23,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-24,9.840000,9.840000,9.840000,9.840000,4.930261,0
2004-06-25,9.840000,9.840000,9.840000,9.840000,4.930261,0
2004-06-28,9.790000,9.790000,9.790000,9.790000,4.905209,0
2004-06-29,9.810000,9.810000,9.810000,9.810000,4.915232,0
2004-06-30,9.850000,9.850000,9.850000,9.850000,4.954970,0
2004-07-01,9.880000,9.880000,9.880000,9.880000,4.970063,0
2004-07-02,9.930000,9.930000,9.930000,9.930000,4.995214,0
2004-07-06,9.920000,9.920000,9.920000,9.920000,4.990183,0
2004-07-07,9.920000,9.920000,9.920000,9.920000,4.990183,0
2004-07-08,9.920000,9.920000,9.920000,9.920000,4.990183,0
2004-07-09,9.930000,9.930000,9.930000,9.930000,4.995214,0
2004-07-12,9.940000,9.940000,9.940000,9.940000,5.000245,0
2004-07-13,9.920000,9.920000,9.920000,9.920000,4.990183,0
2004-07-14,9.920000,9.920000,9.920000,9.920000,4.990183,0
2004-07-15,9.920000,9.920000,9.920000,9.920000,4.990183,0
2004-07-16,9.970000,9.970000,9.970000,9.970000,5.015337,0
2004-07-19,9.970000,9.970000,9.970000,9.970000,5.015337,0
2004-07-20,9.930000,9.930000,9.930000,9.930000,4.995214,0
2004-07-21,9.910000,9.910000,9.910000,9.910000,4.985155,0
2004-07-22,9.920000,9.920000,9.920000,9.920000,4.990183,0
2004-07-23,9.930000,9.930000,9.930000,9.930000,4.995214,0
2004-07-26,9.910000,9.910000,9.910000,9.910000,4.985155,0
2004-07-27,9.860000,9.860000,9.860000,9.860000,4.960001,0
2004-07-28,9.870000,9.870000,9.870000,9.870000,4.965032,0
2004-07-29,9.880000,9.880000,9.880000,9.880000,4.970063,0
2004-07-30,9.930000,9.930000,9.930000,9.930000,5.015520,0
2004-08-02,9.940000,9.940000,9.940000,9.940000,5.020571,0
2004-08-03,9.950000,9.950000,9.950000,9.950000,5.025624,0
2004-08-04,9.950000,9.950000,9.950000,9.950000,5.025624,0
2004-08-05,9.960000,9.960000,9.960000,9.960000,5.030674,0
2004-08-06,10.050000,10.050000,10.050000,10.050000,5.076129,0
2004-08-09,10.040000,10.040000,10.040000,10.040000,5.071080,0
2004-08-10,10.010000,10.010000,10.010000,10.010000,5.055924,0
2004-08-11,10.020000,10.020000,10.020000,10.020000,5.060978,0
2004-08-12,10.030000,10.030000,10.030000,10.030000,5.066030,0
2004-08-13,10.060000,10.060000,10.060000,10.060000,5.081179,0
2004-08-16,10.040000,10.040000,10.040000,10.040000,5.071080,0
2004-08-17,10.060000,10.060000,10.060000,10.060000,5.081179,0
